id|name|brand|details|price|size|is_by_weight
386|AZUCAR MASCAVADO ***BAJADA PVP***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=19902|1.05| PAQUETE 500 G|false
387|CERVEZA RUBIA ESPECIAL 5 ESTRELLAS (ENVASE ROJO) ***BAJADA PVP***| MAHOU|https://www.telecompra.mercadona.es/detall_producte.php?id=66031|6.96| LATA PACK 12 X 330 ML - 3960 ML|false
388|ACEITE SEMILLAS FREIR TAPON ROJO ***NOVEDAD***| FONTASOL|https://www.telecompra.mercadona.es/detall_producte.php?id=67689|2.85| BOTELLA 1 L|false
389|APERITIVO SNACK DE MULTICEREALES ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22294|1.1| PAQUETE 100 G|false
390|APERITIVO SNACK TRIANGULOS DE PATATA ***NOVEDAD***| ESTRELLA|https://www.telecompra.mercadona.es/detall_producte.php?id=22434|1.35| PAQUETE 78 G|false
391|ATUN REFRIGERADO FILETE ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=83990|5.16| BANDEJA 225 G APROX(PESO APROXIMADO DE LA UNIDAD 225 GR)|false
392|BARRITA PROTEINAS CHOCOLATE NEGRO PARA DEPORTISTAS ***NOVEDAD***| ENERVITSPORT|https://www.telecompra.mercadona.es/detall_producte.php?id=23670|4.9| CAJA 3 U - 180 G|false
393|BIZCOCHITO MONKEYS ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23118|1.05| CAJA 5 U - 150 ML|false
394|BOLLO PANCAKE RELLENO CHOCOLATE DORAYAKI ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23337|1.25| PAQUETE 4 U - 180 G|false
395|CACAHUETE NATURAL (CON PIEL) ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23854|1.6| PAQUETE 300 G|false
396|CERDO MAGRO CABEZA TROZO FRESCO ***NOVEDAD***| VARIOS|https://www.telecompra.mercadona.es/detall_producte.php?id=3554|4.13| BANDEJA 900 G APROX(PESO APROXIMADO DE LA UNIDAD 900 GR)|false
397|CERVEZA TOSTADA ***NOVEDAD***| TURIA|https://www.telecompra.mercadona.es/detall_producte.php?id=67031|0.59| BOTELLIN 250 ML|false
398|COMIDA PREPARADA MIGAS ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23289|1.9| BANDEJA 220 G|false
399|CREMA AVELLANAS Y DATIL ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22510|2.85| TARRO 200 G|false
400|FRUTA BOLSILLO MANZANA, MELON Y SANDIA 100% FRUTA (COLOR ROSA) A PARTIR 6 MESES ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22183|0.9| BOLSA 120 G|false
401|HELADO BOTE CACAHUETE CON TROZOS Y SALSA DE CACAHUETE ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23853|2.5| BOTE 500 ML|false
402|HELADO PALO BOMBON MINI PISTACHO ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23850|2.7| CAJA 4 U - 320 ML|false
403|HELADO PALO BOMBON MINI TRES CHOCOLATES ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23851|2.7| CAJA 4 U - 320 ML|false
404|HELADO TARRINA NUBE CON NUBECITAS ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22675|2.8| TARRINA 1 L|false
405|HUEVOS CHOCOLATE AVELLANA MINI ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=15899|1.5| PAQUETE 120 G|false
406|HUEVOS DE CHOCOLATE CON LECHE Y CENTRO DE MOUSSE DE CHOCOLATE ESPONJOSO (INCLUYE CUCHARA) ***NOVEDAD***| CADBURY|""|2| PAQUETE 4 U - 136 G|false
407|MIGAS DE COLIFLOR CONGELADAS ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=60999|1.6| PAQUETE 450 G|false
408|PIZZA CONGELADA CAPRESE MASA FINA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=61001|2.25| U 390 G|false
409|REFRESCO TE HERBAL Y LIMON ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=15695|1.2| BOTELLA 1500 ML|false
410|REFRESCO TE VERDE Y LIMON ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=15694|1.2| BOTELLA 1500 ML|false
411|SALSA PIRI - PIRI (MALAGUETA- PICANTE) ***NOVEDAD***| HACENDADO|""|1| BOTELLA 195 ML|false
412|YOGUR LIQUIDO STRACCIATELLA ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=21302|1.65| BOTELLIN PACK 4 X 160 G - 640 G|false
413|ENJUAGUE BUCAL INFANTIL KIDS CON FLUOR PREVIENE LAS CARIES Y SIN ALCOHOL (SABOR FRESA) ***NOVEDAD***| DELIPLUS|""|1.5| BOTELLA 500 ML|false
414|FRUTA BOLSILLO MANZANA, MELON Y SANDIA 100% FRUTA (COLOR ROSA) A PARTIR 6 MESES ***NOVEDAD***| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22183|0.9| BOLSA 120 G|false
415|GEL MANOS HIDROALCOHOLICO SIN ACLARADO CON DOSIFICADOR ***NOVEDAD***| DELIPLUS|""|3| BOTELLA 500 ML|false
416|MASCARILLA FACIAL HIDROGEL GOLD ***NOVEDAD***| DELIPLUS|""|2.1| U|false
417|MASCARILLA FACIAL TEJIDO HIDRATANTE ***NOVEDAD***| DELIPLUS|""|1.5| U|false
418|POTENCIADOR RETINOL NOCHE REGEN SKIN ***NOVEDAD***| DELIPLUS|""|6| TARRO 30 ML|false
419|TOALLITAS FACIALES DESMAQUILLADORAS CON ACEITE MICELAR (COLOR AMARILLO) ***NOVEDAD***| DELIPLUS|""|1.5| PAQUETE 25 U|false
420|SUSHI ENSALADA ALGA WAKAME CON SALMÓN| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83358|4.75| BANDEJA 160 G|false
421|SUSHI GYOZAS CON PESCADO CRUDO (GAMBAS Y VERDURAS)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83326|4| BANDEJA 4 U - 80 G|false
422|SUSHI MAKIS SALMON CON PESCADO CRUDO| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83374|4.5| BANDEJA 8 U - 120 G|false
423|SUSHI MAKIS SURTIDO VEGANO| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83367|4.75| BANDEJA 8 U - 120 G|false
424|SUSHI NIGUIRIS LANGOSTINO COCIDO| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83333|4| BANDEJA 4 U - 95 G|false
425|SUSHI NIGUIRIS SALMON CON PESCADO CRUDO| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83317|4| BANDEJA 4 U - 95 G|false
426|SUSHI ROLL CRUNCH CON PESCADO COCIDO (SURIMI, PEPINO, CREMA QUESO Y CEBOLLA)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83302|4.25| BANDEJA 6 U - 95 G|false
427|SUSHI ROLL SURTIDO CON PESCADO COCIDO (2 LANGOSTINO, 2 TAMAGO Y 2 SURIMI)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83311|4.25| BANDEJA 6 U - 90 G|false
428|SUSHI ROLL SURTIDO CON PESCADO CRUDO (4 SURIMI, 8 SALMON Y 4 LANGOSTINO COCIDO)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83396|9.25| BANDEJA 16 U - 240 G|false
429|SUSHI SURTIDO (4 NIGIRIS, 4 ROLL, 4 MAKIS, 4 SASHIMIS)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83304|8.95| BANDEJA 16 U- 250 G|false
430|SUSHI SURTIDO BENTO BOX (ENSALADA ALGA WAKAME, SURTIDO SUSHI Y TARTAR SALMON)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83359|6.95| BANDEJA 290 G|false
431|SUSHI SURTIDO SALMON (4 NIGIRIS, 4 ROLL, 4 MAKIS, 4 SASHIMIS)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83366|9.95| BANDEJA 16 U - 250 G|false
432|ENSALADA DE WAKAME CONGELADA| |https://www.telecompra.mercadona.es/detall_producte.php?id=69383|1.7| PAQUETE 125 G|false
433|JENGIBRE MOLIDO (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34149|1.3| BOTE 49 G|false
434|JENGIBRE RODAJAS (PARA SUSHI)| LEROY|""|1.15| TARRINA 30 G|false
435|SALSA SOJA (PARA SUSHI)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83301|0.9| PAQUETE 4 MONODOSIS - 26 G|false
436|SALSA SOJA SALADA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17360|1.35| BOTELLA 250 ML|false
437|SALSA SOJA SIN GLUTEN (PARA SUSHI)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=86006|1.15| PAQUETE 4 MONODOSIS - 26 G|false
438|SOPA INSTANTANEA MISO (CON ALGA WAKAME), | PAQUETE 3 SOBRES - 78|https://www.telecompra.mercadona.es/detall_producte.php?id=80057|1.8|6 G|false
439|SUSHI KIT (PALILLOS, SALSA WASABI, SALSA DE SOJA Y BANDEJA PARA SALSA)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83327|1| U|false
440|WASABI (PARA SUSHI)| LEROY|https://www.telecompra.mercadona.es/detall_producte.php?id=83300|0.9| PAQUETE 4 MONODOSIS - 10 G|false
441|ACEITE DE COCO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4193|4.5| BOTE 450 ML|false
442|ACEITE GIRASOL TAPON AMARILLO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4040|3.2| BOTELLA 1 L|false
443|ACEITE GIRASOL TAPON AMARILLO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4041|14.75| GARRAFA 5 L|false
444|ACEITE OLIVA SABOR INTENSO TAPON VERDE| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4640|4| BOTELLA 1 L|false
445|ACEITE OLIVA SABOR INTENSO TAPON VERDE| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4641|19.75| GARRAFA 5 L|false
446|ACEITE OLIVA SABOR SUAVE (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4241|19.75| GARRAFA 5 L|false
447|ACEITE OLIVA SABOR SUAVE TAPON ROJO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4240|4| BOTELLA 1 L|false
448|ACEITE OLIVA VIRGEN EXTRA ***SUJETO A DISPONIBILIDAD***| CASA JUNCAL|https://www.telecompra.mercadona.es/detall_producte.php?id=4850|4.1| BOTELLA 500 ML|false
449|ACEITE OLIVA VIRGEN EXTRA GRAN SELECCION (TAPON DOSIFICADOR)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4706|4.5| BOTELLA CRISTAL 750 ML|false
450|ACEITE OLIVA VIRGEN EXTRA SPRAY| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4718|2.15| BOTE 200 ML|false
451|ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4717|13.1| GARRAFA 3 L|false
452|ACEITE OLIVA VIRGEN EXTRA TAPON NEGRO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4740|4.4| BOTELLA 1 L|false
453|ACEITE OLIVA VIRGEN TAPON VERDE OSCURO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4711|12.45| GARRAFA 3 L|false
454|ACEITE OLIVA VIRGEN TAPON VERDE OSCURO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4749|4.2| BOTELLA 1 L|false
455|ACEITE SEMILLAS FREIR TAPON ROJO ***NOVEDAD***| FONTASOL|https://www.telecompra.mercadona.es/detall_producte.php?id=67689|2.85| BOTELLA 1 L|false
456|ACEITE VINAGRE Y SAL MONODOSIS (5 ACEITE X 10 ML, 5 VINAGRE X 10 ML, 5 SAL X 1 G)| MERRY|https://www.telecompra.mercadona.es/detall_producte.php?id=4962|2| PAQUETE 100 ML|false
457|ALIÑO (ACEITE OLIVA, AJO Y PEREJIL) REFRIGERADO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17265|1.5| TARRINA 150 ML|false
458|LIMON EXPRIMIDO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=4903|0.95| BOTELLA 280 ML|false
459|AJO GRANULADO (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34181|0.8| BOTE 85 G|false
460|ALBAHACA (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34128|0.95| BOTE 20 G|false
461|ANIS GRANO (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34123|1.15| BOTE 50 G|false
462|AZAFRAN HEBRA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34115|1.75| CAJA 0.37 G|false
463|AZAFRAN MOLIDO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34116|1.75| PAQUETE 0.40 G|false
464|BOLSA PARA ASAR POLLO AL AJO Y LIMON| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=37403|1.4| CAJA 2 U - 60 G|false
465|BOLSA PARA ASAR POLLO COSTILLAS Y LOMO CON HIERBAS PROVENZALES| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=37402|1.2| CAJA 2 U - 48 G|false
466|BOLSA PARA ASAR POLLO Y COSTILLA SABOR BARBACOA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=37414|0.95| CAJA 2 U - 48 G|false
467|CANELA MOLIDA (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34118|2.05| TARRO 180 G|false
468|CANELA MOLIDA (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34177|0.7| BOTE 52 G|false
469|CANELA RAMA ( TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34176|1.3| BOTE 18 G|false
470|CANELA RAMA (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34117|3.7| TARRO 70 G|false
580|SALSA SOJA SIN GLUTEN| HACENDADO|""|2.4| BOTELLA 250 ML|false
471|CAYENA (GUINDILLA) (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34178|1.1| BOTE 27 G|false
472|CAYENA MOLIDA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=37417|1.4| BOTE 55 G|false
473|CEBOLLA FRITA CRUJIENTE| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34208|0.8| BOTE 150 G|false
474|CEBOLLA POLVO (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34138|0.95| BOTE 60 G|false
475|CILANTRO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34721|1.3| BOTE 12 G|false
476|CLAVO GRANO (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34122|1.45| BOTE 42 G|false
477|COLORANTE ALIMENTARIO (TAPON NARANJA)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34182|0.7| BOTE 85 G|false
478|COMINO GRANO (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34121|1.1| BOTE 56 G|false
479|COMINO MOLIDO (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34120|0.85| BOTE 58 G|false
480|CURCUMA (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34163|1.25| BOTE 60 G|false
481|CURRY (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34125|0.9| BOTE 57 G|false
482|ENELDO HOJAS (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34136|1.4| BOTE 22 G|false
483|ESPECIAS CARACOLES (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34147|1.4| TARRO 44 G|false
484|GAZPACHO MANCHEGO (MEZCLA ESPECIAS)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34114|1.85| CAJA 5 U - 10 G|false
485|HIERBAS PROVENZALES (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34131|0.9| BOTE 25 G|false
486|JENGIBRE MOLIDO (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34149|1.3| BOTE 49 G|false
487|LAUREL HOJA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=19431|0.75| PAQUETE 12 G|false
488|NUEZ MOSCADA MOLIDA ( TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34173|1.5| BOTE 58 G|false
489|OREGANO (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34180|0.6| BOTE 18 G|false
490|PEREJIL (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22843|0.75| BOTE 14 G|false
491|PIMENTON DULCE VERA D.O| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34102|1.55| BOTE 75 G|false
492|PIMENTON PICANTE DE LA VERA D.O| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34242|1.7| BOTE 75 ML|false
493|PIMENTON ROJO DULCE (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34184|0.8| BOTE 56 G|false
494|PIMENTON ROJO DULCE| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34186|1.2| BOTE 75 G|false
495|PIMENTON ROJO PICANTE (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34183|0.9| BOTE 60 G|false
496|PIMIENTA BLANCA MOLIDA (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34170|1.3| BOTE 70 G|false
497|PIMIENTA NEGRA GRANO (TAPÓN MARRON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34172|1.2| BOTE 70 G|false
498|PIMIENTA NEGRA MOLIDA (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34171|0.95| BOTE 70 G|false
499|PIMIENTA NEGRA MOLINILLO (TAPON NEGRO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34190|1.32| BOTE 65 G|false
500|PIMIENTA POPURRI MOLINILLO (TAPON NEGRO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34189|1.4| BOTE 50 G|false
501|PIMIENTO DULCE CHORICERO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34790|1.65| PAQUETE 50 G|false
502|PIÑONES IBERICOS| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34210|4.95| BOTE 50 G|false
503|PIÑONES| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22206|2.65| BOTE 50 G|false
504|PREPARADO PAELLA (CON AZAFRAN)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34777|1.85| BOTE 76 G|false
505|ROMERO (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34175|1.05| BOTE 40 G|false
506|SAL AJO (TAPON ROJO)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34130|1.35| BOTE 130 G|false
507|SAZONADOR BURRITO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17147|1.1| SOBRE 40 G|false
508|SAZONADOR DE PAELLA CON AZAFRAN| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34702|1.35| CAJA 20 G (5 SOBRES)|false
509|SAZONADOR ENSALADA (TAPON AZUL)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=37405|2.35| BOTE 95 G|false
510|SAZONADOR ESPAGUETI (TAPON AZUL)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34134|1.45| BOTE 45 G|false
511|SAZONADOR FAJITAS| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=23353|0.79| SOBRE 17 G|false
512|SAZONADOR MIX RAS EL HANOUT| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=22798|1.5| TARRO 62 G|false
513|SAZONADOR POLLO ASADO (TAPON AZUL)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=37408|1.45| BOTE 92 G|false
514|TOMILLO (TAPON VERDE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34174|0.9| BOTE 28 G|false
515|VAINILLA RAMA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34068|3.4| 2 U|false
516|ÑORAS| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=34113|1.15| CAJA 25 G|false
517|KETCHUP LIGHT| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17331|1.1| BOTE 600 G|false
518|KETCHUP MONODOSIS| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17354|1| SOBRES PACK 12 X 20 G - 240 G|false
519|KETCHUP| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17353|0.9| BOTE 600 G|false
520|KETCHUP| HEINZ|https://www.telecompra.mercadona.es/detall_producte.php?id=17438|2.85| BOTE 570 G|false
521|MOSTAZA A LA ANTIGUA CON GRANITOS| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17229|1.25| TARRO 200 G|false
522|MOSTAZA DIJON| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17228|1.25| TARRO 200 G|false
581|SALSA SOUR CREAM| HACENDADO|""|1.5| TARRO 280 G|false
523|MOSTAZA DULCE| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17311|0.8| BOTE 330 G|false
524|MOSTAZA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=16826|0.68| BOTE 330 G|false
525|ALLIOLI ESTILO CASERO| CHOVI|https://www.telecompra.mercadona.es/detall_producte.php?id=17150|1.6| MORTERO 180 ML|false
526|ALLIOLI ESTILO CASERO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17172|1.3| TARRINA 200 G|false
527|ALLIOLI MONODOSIS| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17173|1.5| SOBRES PACK 8 X 20 ML - 160 ML|false
528|MAYONESA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=13408|1.1| TARRO 225 ML|false
529|MAYONESA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=13407|1.9| BOTE 460 ML|false
530|MAYONESA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=13406|1.8| TARRO (BOCA ANCHA) 500 ML|false
531|MAYONESA| HELLMANN'S|https://www.telecompra.mercadona.es/detall_producte.php?id=17052|1.45| TARRO 225 ML|false
532|MAYONESA| HELLMANN'S|https://www.telecompra.mercadona.es/detall_producte.php?id=17092|2.55| TARRO 475 ML|false
533|MAYONESA| MUSA|https://www.telecompra.mercadona.es/detall_producte.php?id=17166|2.25| TARRO 540 ML|false
534|MAYONESA| YBARRA|https://www.telecompra.mercadona.es/detall_producte.php?id=17038|2.25| BOTE (BOCA ABAJO) 500 G|false
535|SALSA FINA| KRAFT|https://www.telecompra.mercadona.es/detall_producte.php?id=17193|1.7| TARRO 430 ML|false
536|SALSA LIGERA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=15795|0.95| TARRO 225 ML|false
537|SALSA LIGERA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=15793|1.45| TARRO 500 ML|false
538|SALSA LIGERA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=15794|1.55| BOTE 460 ML|false
539|SALSA LIGERA| LIGERESA|https://www.telecompra.mercadona.es/detall_producte.php?id=17010|1.15| TARRO CRISTAL 225 ML|false
540|SALSA LIGERA| LIGERESA|https://www.telecompra.mercadona.es/detall_producte.php?id=17039|2| BOTE (BOCA ABAJO) 430 G|false
541|SALSA LIGERA| LIGERESA|https://www.telecompra.mercadona.es/detall_producte.php?id=67836|2| TARRO CRISTAL 475 ML|false
542|BICARBONATO SODICO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=29006|0.9| BOTE 300 G|false
543|BICARBONATO SODICO| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=29007|1.35| PAQUETE 1 KG|false
544|SAL BAJA SODIO (60 % MENOS)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=19713|1.75| BOTE 250 G|false
545|SAL DE FRUTAS (SABOR LIMON)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=29016|1.75| BOTE 250 G|false
546|SAL FINA SECA NORMAL| HACENDADO|""|0.25| PAQUETE 1 KG|false
547|SAL FINA SECA YODADA| HACENDADO|""|0.25| PAQUETE 1 KG|false
548|SAL GRUESA| HACENDADO|""|0.25| PAQUETE 1 KG|false
549|SAL HIMALAYA (ROSA) MOLIDA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=19701|1.8| TARRO 250 G|false
550|SAL HORNEAR| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=19734|0.75| PAQUETE 2 KG|false
551|SAL MARINA EN ESCAMAS NATURAL| POLASAL|""|1.95| BOTE 125 G|false
552|SAL SALERO NORMAL DE MESA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=19715|0.4| TARRO 250 G|false
553|SALSA PIMIENTA VERDE| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17502|0.75| SOBRE 50 G|false
554|BECHAMEL| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=10250|1.75| MINIBRICK PACK 3 X 200 ML - 600 ML|false
555|PIMIENTO CHORICERO CONSERVA (CARNE DE PIMIENTO)| EL SOL|https://www.telecompra.mercadona.es/detall_producte.php?id=34157|1.3| TARRO 140 G|false
556|SALSA AGRIDULCE| ASTURIANA|https://www.telecompra.mercadona.es/detall_producte.php?id=22721|1.3| BOTE 340 G|false
557|SALSA BARBACOA DULCE PICANTE| DEVELEY|https://www.telecompra.mercadona.es/detall_producte.php?id=17373|1.25| BOTELLA 250 ML|false
558|SALSA BARBACOA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17346|1| BOTE 350 G|false
559|SALSA BOLOÑESA| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17169|1.05| TARRO 300 G|false
560|SALSA BRAVA (MAS PICANTE)| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17304|0.85| BOTE 320 G|false
561|SALSA BURGER| HACENDADO|https://www.telecompra.mercadona.es/detall_producte.php?id=17347|1.25| BOTE 250 ML|false
