id|name|brand|details|price|size|is_by_weight
3230|AMBIENTADOR ELECTRICO RECAMBIO JARDIN ZEN| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72548|1.7| U 25 ML|false
3231|AMBIENTADOR ELECTRICO RECAMBIO ROPA LIMPIA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72547|1.7| U 25 ML|false
3232|AMBIENTADOR LIQUIDO CONCENTRADO DELUXE| FORESAN|""|1.57| BOTELLA 125 ML|false
3233|AMBIENTADOR LIQUIDO CONCENTRADO W.C. ( VERDE )| FORESAN|""|1.57| BOTELLA 125 ML|false
3234|AMBIENTADOR MECHA AROMA ROPA LIMPIA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72657|1.2| U 375 ML|false
3235|AMBIENTADOR PORTATIL APARATO DIFUSOR AUTOMATICO CON PILA (SIN RECAMBIO)| BOSQUE VERDE|""|3.1| U|false
3236|AMBIENTADOR PORTATIL RECAMBIO DIFUSOR AUTOMATICO AROMA CARAMEL| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72400|1.9| U - 250 ML|false
3237|AMBIENTADOR PORTATIL RECAMBIO DIFUSOR AUTOMATICO AROMA FLOWER| BOSQUE VERDE|""|1.9| U 250 ML|false
3238|AMBIENTADOR PORTATIL RECAMBIO DIFUSOR AUTOMATICO AROMA LOVE| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72411|1.9| U 250 ML|false
3239|AMBIENTADOR PORTATIL RECAMBIO DIFUSOR AUTOMATICO AROMA ROPA LIMPIA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72405|1.9| U 250 ML|false
3240|AMBIENTADOR VARITAS DIFUSORAS BAMBU| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=13788|2.2|""|false
3241|AMBIENTADOR VARITAS DIFUSORAS FRAMBUESA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=13789|2.2| U 40 ML|false
3242|AMBIENTADOR VARITAS DIFUSORAS FRUTA TROPICAL| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=13780|2.2| U 40 ML|false
3243|AMBIENTADOR VARITAS DIFUSORAS JASMINE| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=13779|2.2| U 40 ML|false
3244|AMBIENTADOR COLGADOR AROMA SPA (PARA ARMARIOS Y CAJONES)| RELEVI|https://www.telecompra.mercadona.es/detall_producte.php?id=72817|1.75| CAJA 3 U|false
3245|AMBIENTADOR PERLAS PERFUMADAS AROMA LIMA (VERDES)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72734|1.45| U|false
3246|AMBIENTADOR PERLAS PERFUMADAS AROMA PARADISE (NARANJA)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72743|1.45| U|false
3247|AMBIENTADOR PERLAS PERFUMADAS AROMA TIERNOS RECUERDOS (MORADAS)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72733|1.45| U|false
3248|INCIENSO VARITAS AROMA SANDALO (INCLUYE PORTAINCIENSO)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72715|1.1| PAQUETE 20 U|false
3249|VELA PERFUMADA PEQUEÑA AROMA FLOR DE VAINILLA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72674|1.5| PAQUETE 18 U|false
3250|VELA PERFUMADA PEQUEÑA AROMA TE CHAI| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72077|1.5| PAQUETE 18 U|false
3588|SERVILLETA PAPEL TEXTURA TELA DECORADA| BOSQUE VERDE|""|4| PAQUETE 30 U|false
3251|VELA PERFUMADA PEQUEÑA AROMA TROPICAL| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72663|1.5| PAQUETE 18 U|false
3252|VELA PERFUMADA VASO CRISTAL AROMA CHAI| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=15805|1.65| U|false
3253|VELA PERFUMADA VASO CRISTAL AROMA LAVANDA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72677|1.35| CAJA 2 U|false
3254|VELA PERFUMADA VASO CRISTAL AROMA TALCO| BOSQUE VERDE|""|1.65| U|false
3255|VELA PERFUMADA VASO CRISTAL AROMA VAINILLA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72675|1.65| U|false
3256|VELA PERFUMADA VASO CRISTAL FRUTOS ROJOS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72676|1.65| U|false
3257|VELA PERFUMADA VASO CRISTAL PASION FLORAL| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72679|1.35| CAJA 2 U|false
3258|CEPILLO CALZADO| BOSQUE VERDE|""|2| U|false
3259|DESODORANTE CALZADO SPRAY| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70002|2.95| BOTE 250 ML|false
3260|DILATADOR CALZADO SPRAY| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70012|3.4| BOTE 75 ML|false
3261|ESPONJA BRILLO ZAPATO| BOSQUE VERDE|""|0.55| U|false
3262|ESPONJA BRILLO ZAPATO| YAK|""|1.2| U|false
3263|LIMPIACALZADO AUTOAPLICADOR AZUL| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70031|0.95| BOTE 50 ML|false
3264|LIMPIACALZADO AUTOAPLICADOR BLANCO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70030|0.95| BOTE 50 ML|false
3265|LIMPIACALZADO AUTOAPLICADOR INCOLORO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70029|0.95| BOTE 50 ML|false
3266|LIMPIACALZADO AUTOAPLICADOR MARRON| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70028|0.95| BOTE 50 ML|false
3267|LIMPIACALZADO AUTOAPLICADOR NEGRO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70024|0.95| BOTE 50 ML|false
3268|LIMPIACALZADO BETUN AUTOBRILLANTE AZUL| BUFALO|https://www.telecompra.mercadona.es/detall_producte.php?id=70137|2.8| TARRO 40 ML|false
3269|LIMPIACALZADO BETUN AUTOBRILLANTE INCOLORO| BUFALO|https://www.telecompra.mercadona.es/detall_producte.php?id=70117|2.8| TARRO 40 ML|false
3270|LIMPIACALZADO BETUN AUTOBRILLANTE MARRON| BUFALO|https://www.telecompra.mercadona.es/detall_producte.php?id=70111|2.8| TARRO 40 ML|false
3271|LIMPIACALZADO BETUN AUTOBRILLANTE NEGRO| BUFALO|https://www.telecompra.mercadona.es/detall_producte.php?id=70107|2.8| TARRO 40 ML|false
3272|LIMPIACALZADO GRASA DE CABALLO| BUFALO|""|2.45| BOTE 75 ML|false
3273|LIMPIACALZADO REAVIVADOR ANTE NOBUK SPRAY| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70010|3.35| BOTE 250 ML|false
3274|LIMPIADOR Y NUTRIENTE DE CUERO SPRAY| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=70011|3.85| BOTE 250 ML|false
3275|PLANTILLA ALOE VERA + CARBON ACTIVO (NEUTRALIZA EL OLOR) TALLA 22-46| BOSQUE VERDE|""|2.2| 2 U|false
3276|PLANTILLA CONFORT ANATOMICA TRANSPIRABLE TALLA 35-46| BOSQUE VERDE|""|3.7| 2 U|false
3277|PLANTILLA GEL ANATOMICA TEJIDO ABSORBENTE TALLA 35-40| BOSQUE VERDE|""|4| 2 U|false
3278|PLANTILLA GEL ANATOMICA TEJIDO ABSORBENTE TALLA 41-46| BOSQUE VERDE|""|4| 2 U|false
3279|PLANTILLA GEL ANTIDESLIZANTE (GRAN FIJACION) PARA ZAPATOS TACON, BOTAS Y SANDALIAS| BOSQUE VERDE|""|3| 2 U|false
3280|PLANTILLA INVIERNO CALIDA TALLA 22-46| BOSQUE VERDE|""|2.2| 2 U|false
3281|PLANTILLA LADY (MAXIMA COMODIDAD) PARA ZAPATOS Y BOTAS TACON TALLA 37-40| BOSQUE VERDE|""|3.2| 2 U|false
3282|PLANTILLA MEMORY (GRAN CONFORT) TALLA 22-46| BOSQUE VERDE|""|3.5| 2 U|false
3283|PLANTILLA PIEL (TRANSPIRABLE) TALLA 22-46| BOSQUE VERDE|""|3.25| 2 U|false
3284|PLANTILLA SPORT ANATOMICA (AMORTIGUACION DE IMPACTOS) TALLA 35-40| BOSQUE VERDE|""|4.2| 2 U|false
3285|PLANTILLA SPORT ANATOMICA (AMORTIGUACION DE IMPACTOS) TALLA 41-46| BOSQUE VERDE|""|4.2| 2 U|false
3286|PLANTILLA TRABAJO (ALIVIA CANSANCIO) TALLA 35/40| BOSQUE VERDE|""|3.95| 2 U|false
3287|PLANTILLA TRABAJO (ALIVIA CANSANCIO) TALLA 41-46| BOSQUE VERDE|""|3.95| 2 U|false
3288|PROTECTOR TALON (EVITA ROZADURAS)| BOSQUE VERDE|""|1.6| 2 U|false
3289|TALONERA PIEL (MAXIMA COMODIDAD)| BOSQUE VERDE|""|2.15| 2 U|false
3290|ACTIVADOR LAVADO LIQUIDO BLANQUEANTE OXI ACTIVO (ROPA BLANCA)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40230|1.8| BOTELLA 2 L - 22 LAVADOS|false
3291|ACTIVADOR LAVADO LIQUIDO BLANQUEANTE OXY (ROPA BLANCA)| NEUTREX|https://www.telecompra.mercadona.es/detall_producte.php?id=40402|1.45| BOTELLA 800 ML|false
3292|ACTIVADOR LAVADO LIQUIDO OXI ACTIVO (ROPA COLOR)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40233|1.8| BOTELLA 2 L|false
3293|ACTIVADOR LAVADO LIQUIDO OXY (ROPA COLOR)| NEUTREX|https://www.telecompra.mercadona.es/detall_producte.php?id=43104|1.45| BOTELLA 800 ML|false
3294|ACTIVADOR LAVADO POLVO BLANQUEANTE OXI ACTIVO (ROPA BLANCA)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40315|3.1| BOTE 1 KG|false
3295|ACTIVADOR LAVADO POLVO QUITAMANCHAS CON OXIGENO ACTIVO (ROPA COLOR)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40317|3.1| BOTE 1 KG|false
3296|TOALLITAS LAVADORA ANTI-TRANSFERENCIA DE COLOR| BOSQUE VERDE|""|1.95| PAQUETE 20 U|false
3297|AGUA DESTILADA| BOSQUE VERDE|""|2| GARRAFA 5 L|false
3298|AGUA DESTILADA| BOSQUE VERDE|""|0.9| BOTELLA 2 L|false
3299|AGUA PLANCHADO AROMA ROPA LIMPIA| BOSQUE VERDE|""|0.65| BOTELLA 1 L|false
3300|ALMIDON DE NYLON| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=44402|3.9| BOTELLA 500 ML|false
3301|APRESTO SPRAY| ZELCO|https://www.telecompra.mercadona.es/detall_producte.php?id=44414|2| BOTE 500 ML|false
3302|PLANCHA FACIL PISTOLA| BOSQUE VERDE|""|1.95| BOTELLA 750 ML|false
3303|PERCARBONATO BLANQUEADOR| BOSQUE VERDE|""|1.85| PAQUETE 750 G|false
3304|DESCALCIFICADOR ELECTRODOMESTICOS (CAFETERAS, LAVADORAS, PLANCHAS...)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=48803|1.8| BOTELLA 500 ML|false
3305|DESCALCIFICADOR LAVADORAS PASTILLAS| BOSQUE VERDE|""|3.25| CAJA 40 LAVADOS - 480 G|false
3306|LIMPIA LAVADORAS LIQUIDO (PROTEGE Y ELIMINA MAL OLOR Y SUCIEDAD)| BOSQUE VERDE|""|2| BOTELLA 250 ML|false
3307|DESINFECTANTE TEJIDOS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40567|2| BOTELLA 1 L|false
4622|COMIDA GATO PATE POLLO PAVO JUNIOR| DELIKUIT|""|0.55| TARRINA 100 G|false
3308|DISUELVEMANCHAS PRELAVADO PISTOLA (PARA TODO TIPO DE MANCHAS)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40178|2| BOTELLA 750 ML|false
3309|JABON ROPA BLANDO POTASICO PASTA NEGRA| BELTRAN|""|2.4| BOTE 500 G|false
3310|QUITAMANCHAS GEL OXIGENO ACTIVO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40560|1.95| BOTELLA 1 L|false
3311|PAPEL HIGIENICO 2 CAPAS| BOSQUE VERDE|""|2.7| PAQUETE 12 U|false
3312|PAPEL HIGIENICO ACOLCHADO 2 CAPAS| BOSQUE VERDE|""|3.5| PAQUETE 6 U|false
3313|PAPEL HIGIENICO DOBLE ROLLO 2 CAPAS| BOSQUE VERDE|""|4.9| PAQUETE 12 U|false
3314|PAPEL HIGIENICO DOBLE ROLLO 2 CAPAS| BOSQUE VERDE|""|2.7| PAQUETE 6 U|false
3315|PAPEL HIGIENICO HUMEDO ALOE VERA Y CAMOMILA (DESECHABLE POR EL WC)| BOSQUE VERDE|""|0.65| PAQUETE 15 U|false
3316|PAPEL HIGIENICO HUMEDO ALOE VERA Y CAMOMILA (DESECHABLE POR EL WC)| BOSQUE VERDE|""|1.5| PAQUETE 100 U|false
3317|PAPEL HIGIENICO HUMEDO INFANTIL (DESECHABLE POR EL WC)| BOSQUE VERDE|""|1.85| PAQUETE 100 U|false
3318|PAPEL HIGIENICO SUAVE 4 CAPAS| BOSQUE VERDE|""|3.1| PAQUETE 8 U|false
3319|PAÑUELOS PAPEL BLANCOS FACIALES (FORMA DE CUBO)| BOSQUE VERDE|""|1.1| CAJA 100 U|false
3320|PAÑUELOS PAPEL BLANCOS| BOSQUE VERDE|""|1.2| CAJA 200 U|false
3321|PAÑUELOS PAPEL BOLSILLO COMPACTO 4 CAPAS ALOE VERA CON LOCION| BOSQUE VERDE|""|1.3| PACK 10 X 10 U - 100 U|false
3322|PAÑUELOS PAPEL BOLSILLO COMPACTO 4 CAPAS EXTRASUAVE| BOSQUE VERDE|""|0.95| PACK 10 X 10 U - 100 U|false
3323|PAÑUELOS PAPEL BOLSILLO COMPACTO 4 CAPAS MENTOL| BOSQUE VERDE|""|1.3| PACK 10 X 10 U - 100 U|false
3324|DETERGENTE MANO LIQUIDO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40505|2.1| BOTELLA 1 L|false
3325|DETERGENTE MANO POLVO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40114|1.15| CAJA 650 G|false
3326|JABON ROPA ESCAMAS| CAPRICHO|""|2.2| PAQUETE 500 G|false
3327|JABON ROPA MANO PASTILLA| BOSQUE VERDE|""|1.2| PAQUETE PACK 2 X 200 G - 400 G|false
3328|DETERGENTE LAVADORA GEL ADIOS AL SEPARAR (SISTEMA ANTITRANSFERENTE DE COLOR)| MICOLOR|https://www.telecompra.mercadona.es/detall_producte.php?id=22888|5.6| BOTELLA 1500 ML - 30 LAVADOS|false
3329|DETERGENTE LAVADORA GEL AROMA NENUCO| COLON|""|6.5| BOTELLA 2250 ML - 45 LAVADOS|false
3330|DETERGENTE LAVADORA GEL AROMA VERNEL| WIPP EXPRESS|""|6| BOTELLA 1650 ML - 33 LAVADOS|false
3331|DETERGENTE LAVADORA GEL CONCENTRADO MARSELLA ROPA BLANCA Y COLOR| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40506|2.75| BOTELLA 810 ML 27 LAVADOS|false
3332|DETERGENTE LAVADORA GEL CONCENTRADO ROPA BLANCA Y COLOR| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40404|2.9| BOTELLA 810 ML 27 LAVADOS|false
3333|DETERGENTE LAVADORA LIQUIDO COMPACT| ARIEL|""|6.2| BOTELLA 1430 ML 26 LAVADOS|false
3334|DETERGENTE LAVADORA LIQUIDO FRESCOR COLONIA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40100|3.9| BOTELLA 3 L - 46 LAVADOS|false
3335|DETERGENTE LAVADORA LIQUIDO FRESCURA AZUL| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40179|3.9| BOTELLA 3 L - 46 LAVADOS|false
3336|DETERGENTE LAVADORA LIQUIDO MARSELLA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40180|3.9| BOTELLA 3 L - 46 LAVADOS|false
3337|DETERGENTE LAVADORA LIQUIDO MARSELLA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40160|5| BOTELLA 4 L - 61 LAVADOS|false
3338|DETERGENTE LAVADORA LIQUIDO PIEL SENSIBLE| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=13643|4.6| BOTELLA 1950 ML - 66 LAVADOS|false
3339|DETERGENTE LAVADORA LIQUIDO ROPA BLANCA Y COLOR| BOSQUE VERDE|""|8| BOTELLA 4 L - 61 LAVADOS|false
3340|DETERGENTE LAVADORA LIQUIDO ROPA BLANCA Y COLOR| BOSQUE VERDE|""|4.5| BOTELLA 2 L - 30 LAVADOS|false
3341|DETERGENTE LAVADORA LIQUIDO ROPA COLOR| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40536|3.3| BOTELLA 1950 ML - 30 LAVADOS|false
3342|DETERGENTE LAVADORA LIQUIDO ROPA COLOR| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40537|4.7| BOTELLA 3 L - 46 LAVADOS|false
3343|DETERGENTE LAVADORA LIQUIDO ROPA OSCURA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40573|4.3| BOTELLA 1950 ML - 30 LAVADOS|false
3344|DETERGENTE LAVADORA LIQUIDO CAPSULAS ACTILIFT ROPA COLOR Y BLANCA 3 EN 1| ARIEL|""|7.45| TARRINA 25 U|false
3345|DETERGENTE LAVADORA PASTILLA ROPA BLANCA| PUNTOMATIC|https://www.telecompra.mercadona.es/detall_producte.php?id=40319|0.95| PAQUETE 280 G 4 LAVADOS|false
3346|DETERGENTE LAVADORA POLVO MARSELLA| BOSQUE VERDE|""|7.3| PAQUETE 4550 G - 70 LAVADOS|false
3347|DETERGENTE LAVADORA POLVO MARSELLA| BOSQUE VERDE|""|3.65| PAQUETE 2275 G - 35 LAVADOS|false
3348|DETERGENTE LAVADORA POLVO ROPA BLANCA ACTILIFT| ARIEL|""|6.99| PAQUETE 1950 G - 30 LAVADOS|false
3349|DETERGENTE LAVADORA POLVO ROPA BLANCA Y COLOR| BOSQUE VERDE|""|4.65| PAQUETE 2625 G - 35 LAVADOS|false
3350|DETERGENTE LAVADORA POLVO ROPA BLANCA Y COLOR| BOSQUE VERDE|""|9.3| PAQUETE 5250 G - 70 LAVADOS|false
3351|DETERGENTE LAVADORA LIQUIDO PRENDAS FINAS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=40530|2.55| BOTELLA 1980 ML - 66 LAVADOS|false
3352|CARBON VEGETAL| BOSQUE VERDE|""|3.9| PAQUETE 3 KG|false
3353|ENCENDEDOR COCINA| CLIPPER|""|2.57| U|false
3354|ENCENDEDOR MINI| CLIPPER|""|2.4| PAQUETE 3 U|false
3355|ENCIENDE FUEGO PASTILLAS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=92116|0.7| CAJA 32 U|false
3356|FOSFOROS CERILLAS MADERA EXTRA LARGOS| 3 ESTRELLAS|""|2.7| PAQUETE 3 CAJAS|false
3357|FOSFOROS CERILLAS MADERA LARGOS (COCINA)| 3 ESTRELLAS|""|0.9| PAQUETE 3 CAJAS|false
3358|VELA BLANCA| BOSQUE VERDE|""|1.6| PAQUETE 4 U|false
3359|VELOTE BLANCO| ROURA|""|0.95| U|false
3360|VELOTE ROJO PEQUEÑO| BOSQUE VERDE|""|1.15| PACK 3 U|false
3361|VELOTE ROJO| ROURA|""|0.95| U|false
3362|ANTIPOLILLA ROPA ANTIACAROS (PASTILLAS)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72125|1.2| PAQUETE 20 U|false
3363|ANTIPOLILLA ROPA BOLSA LAVANDA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72123|1.2| PAQUETE 24 U|false
3364|ANTIPOLILLA ROPA COLGADOR LAVANDA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72109|1.25| PAQUETE 2 U|false
3365|ANTIPOLILLA ROPA COLGADOR ROPA LIMPIA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72108|1.25| PAQUETE 2 U|false
3366|ANTIPOLILLA TRAMPAS ALIMENTOS| BOSQUE VERDE|""|2.25| PAQUETE 2 U|false
3367|INSECTICIDA SPRAY CUCARACHA HORMIGAS (INSECTOS RASTREROS)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72092|2.1| BOTE 400 ML|false
3368|INSECTICIDA SPRAY CUCARACHA LARGA DURACION AISLA TU HOGAR (INSECTOS RASTREROS)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72090|2.75| BOTE 400 ML|false
3369|TRAMPAS CUCARACHAS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72320|2.95| PAQUETE 6 U|false
3370|INSECTICIDA ELECTRICO LIQUIDO / PASTILLA APARATO + RECAMBIO MOSQUITOS LIQUIDO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72205|3.15| U|false
3371|INSECTICIDA ELECTRICO LIQUIDO RECAMBIO MOSQUITOS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72641|1.9| U|false
3372|INSECTICIDA ELECTRICO PASTILLAS RECAMBIO MOSQUITOS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72034|1.16| CAJA 30 U|false
3373|INSECTICIDA ACAROS ESPECIAL TEJIDOS (NO MANCHA)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72111|3.05| BOTE 400 ML|false
3374|INSECTICIDA ESPIRAL ANTIMOSQUITO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72035|2| PAQUETE 10 U|false
3375|INSECTICIDA LIQUIDO INSECTOS RASTREROS (PISTOLA)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72318|2.75| BOTELLA 500 ML|false
3376|INSECTICIDA SPRAY ANTIMOSQUITOS BARRERA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72064|2.55| BOTE 400 ML|false
3377|INSECTICIDA SPRAY AVISPAS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72056|2.2| BOTE 250 ML|false
3378|INSECTICIDA SPRAY CARCOMA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72062|3.55| BOTE 250 ML|false
3379|INSECTICIDA SPRAY LIMON EFICAZ (INSECTOS VOLADORES) (COLOR AMARILLO)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72026|2| BOTE 750 ML|false
3380|INSECTICIDA SPRAY SIN PERFUME (INSECTOS VOLADORES) (COLOR AZUL)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=72019|2| BOTE 750 ML|false
3381|PALA MATA MOSCAS| |""|0.75| U|false
3382|PULSERA CITRONELA TALLA L| BOSQUE VERDE|""|1.6| U|false
3383|PULSERA CITRONELA TALLA S| BOSQUE VERDE|""|1.6| U|false
3384|RATICIDA (CEBO FRESCO)| BOSQUE VERDE|""|3| CAJA 150 G|false
3385|TRAMPAS CEBO HORMIGAS| BOSQUE VERDE|""|2.9| CAJA 2 U|false
3386|VELA ANTIMOSCAS| BOSQUE VERDE|""|1.95| U|false
3387|VELA ANTIMOSQUITOS PERFUMADA DE CITRONELLA| RELEVI|""|1.95| U|false
3388|CEPILLO LAVAR PUAS DURAS CON ASA| BOSQUE VERDE|""|1.2| U|false
3389|RODILLO QUITAPELUSAS ADHESIVO| BOSQUE VERDE|""|1.75| U|false
3390|ABRILLANTADOR LAVAVAJILLAS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=42314|1.2| BOTELLA 750 ML|false
3391|ABRILLANTADOR LAVAVAJILLAS| FINISH CALGONIT|https://www.telecompra.mercadona.es/detall_producte.php?id=42301|4.8| BOTELLA 500 ML|false
3392|AMBIENTADOR LAVAVAJILLAS PERFUME LIMÓN (COMPLETO + RECAMBIO)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=43058|1.5| PAQUETE 1 U|false
3393|LIMPIAMAQUINAS LAVAVAJILLAS LIQUIDO DESENGRASANTE Y ANTICAL| FINISH CALGONIT|https://www.telecompra.mercadona.es/detall_producte.php?id=42371|3.75| BOTELLA 250 ML|false
3394|LIMPIAMAQUINAS LAVAVAJILLAS LIQUIDO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=42318|1.7| BOTELLA 250 ML|false
3395|SAL LAVAVAJILLAS PASTILLAS| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=41463|1.4| PAQUETE 2 KG|false
3396|LAVAVAJILLAS MANO (BOTELLA BLANCA)| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=42441|1.15| BOTELLA 1300 ML|false
3397|LAVAVAJILLAS MANO CONCENTRADO ALOE| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=13644|1.8| BOTELLA 1 L|false
3398|LAVAVAJILLAS MANO CONCENTRADO ALOE| FAIRY|https://www.telecompra.mercadona.es/detall_producte.php?id=42130|1.85| BOTELLA 520 ML|false
3399|LAVAVAJILLAS MANO CONCENTRADO ULTRA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=35998|1.8| BOTELLA 1300 ML|false
3400|LAVAVAJILLAS MANO CONCENTRADO ULTRA| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=35997|0.95| BOTELLA 600 ML|false
3401|LAVAVAJILLAS MANO CONCENTRADO ULTRA| FAIRY|""|3.25| BOTELLA 1015 ML|false
3402|LAVAVAJILLAS MAQUINA CAPSULAS CLASICO| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=42385|2.25| PAQUETE 30 U|false
3403|LAVAVAJILLAS MAQUINA CAPSULAS TODO EN 1| FAIRY|https://www.telecompra.mercadona.es/detall_producte.php?id=42186|3.9| PAQUETE 25 U|false
3404|LAVAVAJILLAS MAQUINA GEL TODO EN 1| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=42302|2.6| BOTELLA 650 ML|false
3405|LAVAVAJILLAS MAQUINA GEL| SOMAT|""|5.8| BOTELLA 684 ML|false
3406|LAVAVAJILLAS MAQUINA PASTILLAS CLASSIC| FINISH|""|2.95| CAJA 25 U|false
3407|LAVAVAJILLAS MAQUINA PASTILLAS QUANTUM MAX| FINISH|https://www.telecompra.mercadona.es/detall_producte.php?id=41312|5.2| PAQUETE 25 U|false
3408|LAVAVAJILLAS MAQUINA PASTILLAS TODO EN 1| BOSQUE VERDE|https://www.telecompra.mercadona.es/detall_producte.php?id=42187|2.2| PAQUETE 26 U|false
